"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"ui_bubble_rating bubble_20","Non soddisfacente per il mio metro di giudizio.","Non sono rimasto contento.Il cibo è buono,lo sottolineo.Mi hanno dato però fastidio alcune disattenzioni al cliente.Il mio secondo,pollo al curry,era metà porzione rispetto al mio vicino di tavolo, io ho fatto menù carne,13 euro primo e secondo,lui solo il secondo a 10 euro,il suo piatto era notevolmente più pieno del mio. Sicuramente una disattenzione di chi ha fatto i piatti...Non amo queste situazioni.Il mio collega ha preso solo primo di pesce,tagliolini al salmone,listino 8 euro,scontrino 10 euro.Disattenzione? Ma a mio svantaggio.La nostra tovaglia presentava una macchia. Altra disattenzione.Abbiamo chiesto acqua naturale,ovviamente frizzante. Quarta disattenzione"
"ui_bubble_rating bubble_40","Cucina varia, veloce e a buon prezzo per il menù a pranzo","Ristorante in zona stazione e scuole che mancava. Lo frequentiamo in pausa pranzo. Il menù di carne a 13€ o pesce a 15€ (il venerdì) sono un'ottima occasione per mangiare molto e bene. La scelta solitamente è tra 3 primi, 2 contorni e 2 secondi. Ogni giorno piatti diversi. A noi piace molto. Altro punto forte. Nella maggior parte dei casi, il servizio è molto veloce, quindi ideale per lavoratori con tempi stretti in pausa pranzo. ottimi anche i dolci..."
"ui_bubble_rating bubble_30","Ottimo buffet di laurea!","Sono andata in questo ristorante per un buffet di laurea! Tutto molto buono, non molta varietà ma comunque abbastanza da non stancare. Consigliato!"
"ui_bubble_rating bubble_40","Una sorpresa vera!","Può accadere che un bar per tanti anni in difficoltà, venga sostituito da un ristorante che funziona benissimo e che ha un ottimo rapporto qualità/prezzo? Può accadere ed il Margò ne è un esempio."
"ui_bubble_rating bubble_40","Pranzo gustoso","Locale moderno, personale simpatico e disponibile, ottimo a pranzo con menù semplici, buoni e a prezzo fisso.Consigliata tagliata di manzo,ottima. Locale da provare e sicuramente da ritornarci"
"ui_bubble_rating bubble_30","Bellissimo il locale... ma...","Bar/Ristorante completamente (e finemente) ristrutturato, molto luminoso, accogliente e spazioso. Sorge al posto di quello che una volta era la pasticceria Magia Dolce, sulla Via Emilia, vicino al semaforo che fa' angolo con Viale Angeloni. Il locale e' davvero particolare, molto grande ed utilizzabile anche per pranzi di lavoro o feste di laurea. Unico neo le brioches, non all'altezza del locale, ed il caffe' che alcune volte non e' proprio cremoso e caldo come si vorrebbe... Personale sorridente, gentile e disponibile."
"ui_bubble_rating bubble_40","Merita davvero la visita","A pranzo per lavoro, con colleghi. Il locale è luminoso, pulito e ben arredato. Il menu è semplice ma i piatti sono gustosi e ben preparati; le porzioni giuste. Il servizio è curato e attento. Discreta l'offerta dei vini. Facile parcheggiare di fronte o nel vicino parcheggio pubblico. Adeguati i prezzi"
"ui_bubble_rating bubble_50","Perfetto, in ogni occasione!","Capito spesso in questo locale, sia per colazione (ben strutturata e ricca), sia e soprattutto per pranzo. Gestori in gamba, servizio rapido e rapporto qualità prezzo ottimo. Consigliato sia per chi ha poco tempo e vuole pranzare bene, sia per chi ha tempo vista la bella location."
"ui_bubble_rating bubble_50","Eccellenza con semplicità","Sono un cliente abitudinario per sceltà prettamente a pranzo, il locale mi è piaciuto subito anche per la sua tranquillità puoi rilassarti durante la pausa pranzo e il cibo per la genuinità con un rapporto qualità prezzo buonissimo! Durante l'estate torrida ho potuto apprezzare anche la climatizzazione non fastidiosa come in alcuni locali. Sempre cordiale il personale con tante attenzioni e ci si sente a propio agio. Consiglio il Margò vivamente anche per eventi e cene li ho vissuti un paio di volte e sono ben organizzati. Ciao Stefano"
"ui_bubble_rating bubble_40","Buon pranzo!","Il locale, nuovo, si presenta bene ed accogliente. Il personale è simpatico e gentile. Vi è un menù a prezzo fisso di 13 euro che prevede il coperto, un primo a scelta, un secondo a scelta, acqua e 1/4 di vino. Come primo agnolotti alla crema di tartufo (ottimi) e come secondo fesa di tacchino con pomodorini e rucola (buona).Ottimo rapporto qualità/prezzo e la velocità del servizio"
"ui_bubble_rating bubble_50","Nuovo e ben organizzato","Bar-ristorantino di recente apertura: locale parecchio ampio, con arredamento essenziale e curato. Ho fatto una buona colazione con cappuccino e brioche, soprattutto quest'ultima (integrale ai frutti rossi) merita. I nuovi gestori sono molto motivati ed attivi nell'organizzare e promuovere eventi e serate. Non è purtroppo particolarmente agevole trovare il parcheggio; speriamo che questo non li penalizzi. Consigliato!"
