"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"ui_bubble_rating bubble_50","la varietà e la bontà","Veniamo spesso mia moglie ed io in questo self-service, che è, a mio parere, migliore di molti ristoranti qui intorno.I prezzi sono modici, ma la qualità e la varietà eccellenteAlmeno 4 primi, molti secondi, una ricca offerta di verdura cotta e cruda, frutta e dolci con assortimento di birre e vini.C'è sempre la pizza.Ogni giorno c'è un primo nuovo, di solito tratto dalla migliore gastronomia italiana, abbondante e gustoso.Locale luminoso, personale gentilissimo e pronto ad accogliere le varianti richieste sui piatti pronti, giornali e settimanali a disposizione ed ora anche libri da portare via in lettura.Che volete di più?."
"ui_bubble_rating bubble_50","qualità alta, varietà del menù e gentilezza.... che volete di più.","E' un locale tranquillo, per coloro che apprezzano starsene seduti tranquilli anche durante un pasto veloce. son capitato spesso. la varietà dei meunù offre spunti sempre differenti.qualità e cura dei sapori. disponibilità di un buon bar fornito.Gentilissima e professionale la gestione, un aspetto molto pulito e di disponibilità.anche il prezzo è a portata di tutti i portafogli."
"ui_bubble_rating bubble_40","Mensa migliore di tanti ristoranti","Mensa nella zona industriale di Cesena, baricentrica.Ambiente confortevole, non tipico da mensa. Qualità cibi ottima, ampia scelta.Possibilità pagamento con carte di credito. Personale gentile e cordiale.Banco bar all'interno della sala pranzo per completare il pranzo con il caffè.Rapporto qualità/prezzo adeguato e corretto."
"ui_bubble_rating bubble_40","Una delle migliori pause pranzo!","Per essere una mensa self service è carina, accogliente,curata. Il personale è sempre davvero gentile,educato e disponibile. C'è una buona scelta è la qualità del cibo è buona. La consiglio per una pausa pranzo breve ma di qualità!"
"ui_bubble_rating bubble_40","Esperienza più che ottima!!","Porzioni abbondantissime(basta dire che i primi vengono serviti nelle pirofile)dolci eccezionali e ospitalità deliziosa,addirittura ci sono stati offerti caffé e cioccolatini!!esperienza direi più che positiva!10 e lode!"
"ui_bubble_rating bubble_40","Buono e al giusto prezzo.","Cibi buoni, razioni abbondanti, prezzo decisamente onesto.Sconti del 10% se si presenta il badge universitario.Il locale è pulito e ben organizzato. Anche i servizi igienici."
"ui_bubble_rating bubble_40","Non consideratelo una mensa...","Ormai lo frequento da 3 anni, quasi tutti i giorni (lavoro li vicino) gli sbagli si contano sulle dita di una mano! Il menù è vario, sempre presente un primo,al pomodoro, ragù, zuppa e due del giorno, buoni i secondi, chi la considera mensa....beh, in mensa non ha mai mangiato.Caldo ma non scotto, ricette curate e fantasiose, verdure fresche e cotte in abbondanza, piatti freddi su richiesta, possibilità di comporsi la propria insalata di riso al momento, frutta, dolci (che non giudico perché non mangio) personale attento e cordiale, rapporto Q/P altissimo, accetta tutti i tipi di,buoni pasto.Ah, si...quasi dimenticavo...è un self service! ;)"
"ui_bubble_rating bubble_40","Mensa? Direi ristorante!","I piatti sono molto buoni e non rientrano certo in quelli che comunemente si mangiano in una mensa. Però i prezzi sono improponibili: 7 euro acqua penne al ragù e porzione piccola di verdura. Forse un pò caro"
"ui_bubble_rating bubble_50","Caldo e gustoso","È un self service molto ben organizzato.L'ambiente come il cibo proposto è caldo e di buon gusto, le portate sono sfornate dalla cucina un po per volta e perciò sono sempre belle calde e appena fatte. Abbondante la varietà di verdure, per chi è vegano è una gran bella cosa!Tutti i giorni il menù cambia e c'è sempre qualcosa di nuovo in armonia con la stagione.Cordialità e cortesia fanno da cornice all'efficienza del personale.Consigliatissimo!"
"ui_bubble_rating bubble_20","pretese davvero modeste","Trattasi di un self - service (o mensa) utilizzato prettamente da studenti universitari e lavoratori per la pausa pranzo. Visto il target degli avventori va da sè che il prezzo per mangiare non sia elevato ma vale anche totalmente la regola come spendi così mangi. Quindi cibi di non eccezionale qualità, preparazioni e presentazioni dei pasti alquanto approsimative, buffet di verdure un pò stagionate, verdure grigliate appena scottate, anzi quasi crude. Che dire, visto i tempi che corrono, spendere dai 7 ai 12 euro per un pranzo non completo (primo o secondo, contorno, pane e acqua), non è certo poco soprattutto per studenti e lavoratori dipendenti. Almeno ci fosse più qualità!!! Meditate gente, meditate.........."
"ui_bubble_rating bubble_50","Eccezionale il contesto qualità prezzo, personale adorabile","Sono da oltre 3 anni un cliente affezzionato, personale disponibile e carino, pietanze eccezionali e di ottima qualità.prezzo e qualità ottima, primi e secondi davvero gustosi.Consiglio a tutti di pranzare in questo ristorante con un atmosfera tranquilla ed ospitale. Grazie a cibus per l ottima organizzazione di lavoro e di servire il cliente in modo eccezionale e farlo sentire a casa."
"ui_bubble_rating bubble_50","un self servie di qualità e di vero gusto!","Cibus è un ristorante self-service in cui ottima qualità del cibo, ambiente curato, atmosfera casalinga e economicità vanno di pari passo. Non è la classica mensa, è un posto dove vai volentieri a fare la pausa pranzo dal lavoro e non solo. Troverete una clientela variegata: dall'operaio in tuta da lavoro al banchiere. I prezzi, per la qualità e l'accuratezza, sono veramente economici. c'è sempre una vastissima scelta: 3 primi, tre secondi, verdure calde, ricchissimo buffet di verdure. da abbinare alle verdure troverete 6 tipi di riso basmati squisiti e vari sottaceti da leccarsi i bassi. Insomma un posto veramente interessante. In più hanno una scelta assai vasta di vini rossi e bianchi. Il personale poi è gentilissimo. Se capitate dalle parti di Cesena fateci un salto.Sono aperti dal lunedì al venerdì dalle 12 alle 15. UNICA PECCA: sono chiusi il sabato."
