"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"ui_bubble_rating bubble_50","Cena","Consigliato da un amico voglio provare questo ristorante , allora preparatevi che la spesa si aggira su circa 100 euro a testa però vi assicuro che ne vale la pena , servizio come non si trova da altre parti , piatti di una cura maniacale con sapori incredibili , da veri buongustai , vale ogni centesimo speso, ci ritornerò "
"ui_bubble_rating bubble_50","Professionalità","Location bella ed elegante. Il cibo è ottimo, alta cucina e professionalità, la bellezza e l’eleganza regna sia nei piatti che nel locale.Personale efficiente e gentile."
"ui_bubble_rating bubble_50","Cena prenatalizia","Personale molto accogliente e presente in sala. Cucina raffinata e mai banale, il menù degustazione classico è spettacolare. Ottimo anche l'abbinamento vini. Assolutamente consigliato!!!"
"ui_bubble_rating bubble_50","Prelibatezze!!!!","Cucina gourmet, piatti innovativi ed esteticamente impeccabili. Servizio di alto livello, locale esteticamente molto bello."
"ui_bubble_rating bubble_50","Strabiliante!!!","Uno dei migliori pasti della mia vita, cibo incredibile bontà e tecnica viaggiano all’unisono. Il servizio è eccellente. Buona anche la selezione dei vini. Lo consiglio"
"ui_bubble_rating bubble_50","Pranzo di lusso","Sono stata a pranzo con tutta la famiglia. Un pranzo molto di classe. Abbiamo preso un menù classico porzioni discrete ma sopratutto gustose. Io consiglio vivamente. Dì sicuro per la cortesia del personale"
"ui_bubble_rating bubble_50","Buon appetito","Ieri ho avuto il piacere di essere inviato dai miei fornitori a mangiare presso sabatini, locale bellissimo, piatti buonissimi sopratutto l'antipasto a base di quaglia, tornerò sicuramente in veste privata"
"ui_bubble_rating bubble_50","Incredibile","Location raffinata e ricercata. Piatti gourmet dai sapori decisi della Toscana. Personale carinissimo e ben preparato."
"ui_bubble_rating bubble_50","Classe","Cucina straordinaria, portate invitanti e dall'ottimo gusto, si evince l'accuratezza posta nella scelta delle materie impiegate per realizzarlo. Servizio di alta classe,cordiale e professionale."
"ui_bubble_rating bubble_50","un pranzo delizioso ","Cercando su internet ho trovato questo storico ristorante nel centro di firenze, vicino la stazione, ci sono stato per un pranzo di lavoro, molto vino e pochi piatti. non ho potuto fare a meno del dessert, il baba' al cappero era formidabile<U+270C>"
"ui_bubble_rating bubble_50","Regalare una coccola","Cenare in un ristorante gourmet é stato un regalo che mi sono concesso. Cucina ottima e creativa. Possibilità di scegliere tra vari menù, noi abbiamo scelto il menù degustazione classico ma contiamo di ritornare per deliziarci anche con la cucina flambè. Personale gentilissimo."
"ui_bubble_rating bubble_50","Cucina e servizio al top","Dall'accoglienza alla presentazione dei piatti e al loro sapore tutto ha un fascino particolare.Molta attenzione verso le esigenze del cliente. I dessert sono strepitosi."
"ui_bubble_rating bubble_50","Squisito!!!","Il luogo ideale dove trascorrere una serata rilassante e all'insegna dell'ottima cucina. La cucina è gustosa e leggera,di ottima qualità. Ambiente perfetto, servizio speciale."
"ui_bubble_rating bubble_50","Sorprendente!!!","Piatti ricercati ma non impegnativi, servizio impeccabile, presente ma non fastidioso. Siamo stati molto bene, sicuramente torneremo."
"ui_bubble_rating bubble_50","Cena perfetta","Menù ben studiato,le portate hanno un ottimo aspetto e sono anche molto buone. Il locale è bellissimo. Personale accogliente e presente."
"ui_bubble_rating bubble_50","Grande serata!","Curioso e spettacolare il menù flambè. Rimani incantato durante la preparazione,ottimo lo spaghettone. Servizio professionale."
"ui_bubble_rating bubble_50","Consigliato!","Locale stupendo , servizio impeccabile. Cucina creativa e fantasiosa. Spettacolari i desserts, il babà col gelato al cappero mi ha stupito."
"ui_bubble_rating bubble_50","Particolare","È la seconda volta che mangio in questo ristorante.La decorazione dei piatti non ha difetti. Sapori unici e ogni piatto ha la propria particolarità. Lo Chef ha una bella fantasia. Ottimo il servizio."
"ui_bubble_rating bubble_50","Curiosità","Atmosfera magica in questo ristorante! Piatti eccezionali, presentati benissimo e ottimi sapori. In sala ci sono dei veri professionisti che riescono a rendere unica la tua serata. Torneremo e lo consigliamo."
"ui_bubble_rating bubble_50","Cena senza eguali!","Cena spettacolare: grazie al cibo, ottimo il risotto,ma anche per l'accoglienza riservataci dal personale di sala,molto gentile. Serata indimenticabile!!!"
"ui_bubble_rating bubble_50","Sicuramente non banale!","Splendida location. Il menù classico racconta bene la passione dello Chef per l'alta cucina. Personale di sala preparatissimo. Ottima esperienza!"
"ui_bubble_rating bubble_50","Un viaggio nel gusto!!!","Siamo arrivati in questo locale incuriositi dal menù flambè. Posso affermare che non ci ha deluso,ottimo lo Spaghettone Sabatini.Servizio professionale di alto livello. Locale bello e suggestivo."
"ui_bubble_rating bubble_50","Ristorante Sabatini, sinonimo di eccellenza e patrimonio di Firenze","Che dire,.... storia, prestigio, classe, tradizione ed innovazione; difficile trovare eguali in Italia. Il nuovo Sabatini riesce ad unire tutte queste caratteristiche ed ha le carte in regola per tornare ai vertici della ristorazione fiorentina e forse lo è già. La nostra esperienza si è basata sul menu degustazione classici dove, grazie alla disponibilità del personale, abbiamo potuto sostituire uno dei due primi, con lo storico spaghettone flambè alla Sabatini, in maniera tale da poter vivere anche l'esperienza della cucina flambè di cui Sabatini sembra essere l'unico in Italia ad avere un intero menù. In tutto sei portate, oltre agli inevitabili entrèe e dolcetti finali, obbligatori in ristoranti di questo livello. Tutto buono con un ottimo servizio di sala in una location unica."
"ui_bubble_rating bubble_50","Molto buono","Ottimi piatti gourmet, realizzati con materie prime di gran qualità.Personale preparato, gentile e professionale.Location spettacolare."
"ui_bubble_rating bubble_50","Pranzo rilassante","Abbiamo scelto un ristorante gourmet proprio per regalarci qualche coccola,il personale è qualificato e attento. I piatti sono strepitosi,la location è molto bella."
"ui_bubble_rating bubble_50","Gustosa cena","Bellissimo ristorante nel centro della città. Cucina fantasiosa e gourmet, ottimo il risotto.Servizio di gran classe."
"ui_bubble_rating bubble_50","Cortesia","Ottimo ristorante,atmosfera tranquilla e rilassante. Cibo delizioso e mi ha incuriosito molto la cucina flambé. Servizio perfetto, personale gentile."
"ui_bubble_rating bubble_50","Indimenticabile","Mi sono ritrovata con degli amici a passare un weekend a Firenze e grazie ad un'amica di mia conoscenza sono capitata al ristorante Sabatini. Abbiamo passato una serata davvero indimenticabile, piatti gourmet di ottimo livello e servizio impeccabile.Sicuramente tornerò presto."
"ui_bubble_rating bubble_50","Irresistibile!","Sono stato qui con mia moglie lo scorso weekend e ci ritornerò sicuramente! Cucina gourmet da 10, staff da 10, location da 10!grazie mille a tutti, é stata una serata indimenticabile!"
"ui_bubble_rating bubble_50","Meravigliosoooooooooooo","Iniziò nel dire che sono del mestiere, questo ristorante mi è stato consigliato da un collega devo dire che è stata una bellissima sorpresa. Locale elegante,romantico, calmo con musica di sottofondo leggera, ha una vetrina che si affaccia in un giardino che a mio avviso è incantevole, per quanto riguarda il menù è molto suggestivo con i sul menu ( gourmet, classico e al flambé), abbiamo optato per il gourmet, che dire.....SPAVENTOSOConsiglio vivamente i cappelletti con La farina di castagne lenticchie e lime oppure il risotto con nocciola, fungi e cipolla bruciata davvero sorprendenti....pasticceria ottima una crema al cioccolato bianco, finocchio e arancia un mix da far perdere la testa.Infine il servizio, team Giovanissimo ma ben gestito, attento a tutto mai frenitico, cantina niente male.COMPLIMENTI CONTINUATE COSI"
"ui_bubble_rating bubble_50","Delizioso","Servizio ineccepibile,presente e attento anche alle esigenze dei piccoli.Piatti ottimi e gradevoli al palato.Locale bello, elegante con tavoli ben distanziati.Consigliato."
"ui_bubble_rating bubble_50","Notevole","Devo dire che mi sono trovato molto bene. Ambiente elegante, servizio cordiale e non ingessato. Cucina degna di esser chiamata gourmet. Ottimo, complimenti. Rapporto qualità prezzo molto buono."
"ui_bubble_rating bubble_50","Stile e buona cucina","Location in stile classico, molto elegante. Le pietanze sono ottime, un piccolo tocco d’arte in ogni piatto presentato. Il servizio eccellente."
"ui_bubble_rating bubble_50","Fantastico!","Cucina molto buona e creativa. Ottimi i dessert. Il locale é molto elegante con un servizio attento e cordiale."
"ui_bubble_rating bubble_50","Compleanno gourmet","Cena per festeggiare il diciottesimo compleanno di mia figlia. Cucina raffinata,presentazione dei piatti molto curata, gusto ottimo. Il servizio è stato perfetto e la location per quanto è bella lascia senza parole. Torneremo sicuramente per qualche altra ricorrenza."
"ui_bubble_rating bubble_50","Ristorante di livello","Bella esperienza sicuramente di livello,cucina eccellente, ottima qualità dei prodotti.Servizio al tavolo curato nei minimi dettagli."
"ui_bubble_rating bubble_50","Menù fantastico","Abbiamo scelto per la nostra cena il menù degustazione Classico ed è stata un'ottima scelta, il tutto accompagnato da una buona selezione di vini. Grazie per averci fatto trascorrere una bella serata, dimenticavo il servizio è stato impeccabile."
"ui_bubble_rating bubble_50","Gradevole scoperta","Sono stato in questo locale un sabato a pranzo, ho scoperto sapori letteralmente esplosivi e delicati allo stesso tempo. Ambiente unico:elegante,raffinato e soprattutto rilassante. Personale qualificato e gentile."
"ui_bubble_rating bubble_50","Accogliente","Esperienza culinaria particolare in questo locale. Ottimo risotto e altri piatti di ottimo livello.Servizio impeccabile."
"ui_bubble_rating bubble_50","A pochi passi dal Duomo.....","Volevamo rilassarci dopo una giornata trascorsa in giro per musei ed ecco che ci imbattiamo in questo ristorante, solo a vedrelo dal di fuori preannuncia qualcosa di sorprendente. Il locale è veramente bello ed elegante, ci hanno raccontato qualcosa sulla sua storia. Ma veniamo al cibo: ogni piatto si è rivelato ottimo , ho apprezzato particolarmente l'agnello e il riso ai funghi. Il servizio è curato, il personale è gentile disponibile e sorridente. Vi ringraziamo per la bella serata. Consigliato"
"ui_bubble_rating bubble_50","Classe e buona cucina","Ottimo ristorante Gourmet. Sinceramente è stata una vera sorpresa. Il servizio è stato eccellente e i piatti una continua sorpresa di sapori equilibrati. Consigliato"
"ui_bubble_rating bubble_50","Da uno a dieci...DODICI!!!","Serata romantica in un posto che è nella storia della gastronomia di Firenze.Piatti fantastici gusti raffinati...Firenze a tavola é SABATINI!!!"
"ui_bubble_rating bubble_50","Fantastica esperienza","Sono stato qui con mia moglie per il nostro anniversario.. devo dire che è stata una piacevole sorpresa trovare un menu completamente rinnovato, con uno staff preparato e cordiale. Abbiamo iniziato con un cocktail signature scelto dalla lista dedicata, accompagnato da un piccolo stuzzichino preparato dalla cucina con molta cura.. poi abbiamo optato per il menu degustazione gourmet da 7 portate: 2 antipasti, 2 primi e 2 secondi, seguiti dal dolce.. ovviamente accompagnati dal wine pairing per ogni portata. Spesa secondo me giusta considerando l’ottimo servizio e la qualità trovata in ogni dettaglio.. consiglio questa esperienza a tutti, specialmente se dovete festeggiare un avvenimento importante come il mio!"
"ui_bubble_rating bubble_50","Qualità","Le qualità di questo ristorante sono molteplici : eleganza, raffinatezza, cucina di alto livello, servizio eccellente. "
"ui_bubble_rating bubble_50","Eleganza e buona cucina","L'eleganza della location è spettacolare. La cucina gourmet è ottima,equilibrata e di gran livello.Il servizio è professionale."
"ui_bubble_rating bubble_50","Eccellente","Che dire, il cibo esaltato ai più alti livelli, un servizio di alta professionalità, in un locale che non ha eguali in Italia. A mio modesto parere, vale non solo la sosta, ma anche la deviazione. Congratulazioni."
"ui_bubble_rating bubble_50","Qualità","Sono andata con la famiglia per la prima volta e devo dire che è stato davvero una sorpresa.Tutto ciò che abbiamo assaggiato è sempre risultato di alto livello con abbinamenti gustosi ed estremamente equilibrati. Servizio cortese e professionale"
"ui_bubble_rating bubble_50","Cucina sublime","Ristorante storico della città di Firenze,ricco di cultura gastronomica e storia locale. Piatti gourmet che sembrano quadri, personale cordiale e competente."
"ui_bubble_rating bubble_50","Sorprendente!!!","A Firenze per il ponte ci siamo imbattuti per caso in questo ristorante. Siamo stati splendidamente! La cucina è sorprendente,i piatti gourmet sono eccellenti. Il locale è elegante e raffinato. Il personale di sala è professionale e mostra particolare attenzione alle esigenze del cliente."
"ui_bubble_rating bubble_50","Bel ristorante","In questo locale ho perso la nozione del tempo perché sono stato veramente bene e ho potuto rilassarmi durante la cena con la mia fidanzata.Location e ambiente di gran classe. Cucina sempre più raffinata e viene accompagnata da un servizio di grande professionalità in costante crescita. Ho provato qualche piatto flambeé e ne sono entusiasta, complimenti."
"ui_bubble_rating bubble_50","Esperienza da ripetere","È la prima volta che vengo in questo locale e sono rimasto molto contento.Il servizio è attento e professionale. La cucina gourmet è ottima,il piatto che più mi è piaciuto è l'agnello.Ritornerò presto"
"ui_bubble_rating bubble_50","Cena romantica","Abbiamo prenotato in questo lussuoso ristorante, situato in pieno centro storico, per il nostro anniversario. Cena favolosa:ogni piatto è stato sorprendente sopratutto per l'abbinamento dei sapori. Il servizio è stato preciso e ricco di premure nei confronti dei clienti. Ritorneremo sicuramente."
"ui_bubble_rating bubble_50","Atmosfera rilassante","Siamo stati a pranzo in questo meraviglioso locale di Firenze.I piatti mi hanno stupito per l'equilibrio e l'eleganza, ottimi i cappelletti con farina di castagne.Il locale è elegante e raffinato ed offre un servizio impeccabile."
"ui_bubble_rating bubble_50","Esperienza TOP","Ho cenato in questo ristorante una sera con il mio ragazzo e sicuramente ci ritorneremo! Abbiamo prenotato sul sito ufficiale del ristorante dopo aver dato un'occhiata al menù online, molto comodo direi! Al momento dell'arrivo ci ha accolto una ragazza gentile che ci ha accompagnato al tavolo,in una splendida sala elegante e rilassante e da lì è iniziata la magia.. siamo stati letteralmente coccolati da tutto lo staff, il maitre e il direttore hanno fatto da ottimi padroni di casa e ci hanno introdotto nel mondo del gourmet e i camerieri hanno spiegato e servito egregiamente tutti i piatti serviti. Siamo stati letteramente conquistati dai secondi e dai dolci: il connubio cioccolato bianco-finocchio é assolutamente da provare e il babá irrinunciabile! Ovviamente, consigliato a tutti coloro che vogliono sperimentare gusti nuovi ma spettacolari ;)"
"ui_bubble_rating bubble_50","Magnifico","Location suggestiva che fa da cornice ad un'ottima cucina gourmet.Siamo stati molto bene.Il servizio è professionale e attento"
"ui_bubble_rating bubble_50","Serata speciale","Non potevo scegliere ristorante migliore per trascorrere una bella serata.Cibo di ottima qualità,piatti gourmet che hanno deliziato il nostro palato sorprendendoci ad ogni assaggio. Location elegante e servizio impeccabile. Personale cortese e molto attento alle esigenze dei clienti. Spero di tornare presto."
"ui_bubble_rating bubble_50","Eleganza e raffinatezza","Sono stato un paio di giorni fa a Firenze con la mia compagna e per puro caso mi sono trovato di fronte al Sabatini, mi hanno subito accolto e con gentilezza e cordialità, mi hanno subito spiegato il menù. il menu era molto particolare comprendeva diversi percorsi, menù gurmet , menù classici e menù flambè, ma io ho optato per mangiare alla carta.siamo entrati, locale da favola, lume di candela con un'ampia vetrata che da su un giardino.cucina ? voto 8 piatti davvero belli e curati, accostamenti fantastici come ad esempio i lime nei cappelletti oppure il gelato a cappero sul babà.Anche al servizio do un 8, tempestivo e cordiale ma soprattutto un bel team giovane.Nel complesso ristorante gourmet a dir poco fantastico.Da provare, ci ritornerò sicuramente"
"ui_bubble_rating bubble_50","NUOVA GESTIONE TOP , QUALITÀ E CORTESIA","Avendo letto della nuova gestione sono tornata in questo ristorante seppur con qualche titubanza.Ma appena entrata ogni dubbio è svanito. Si capisce subito l'inversione di tendenza e sicuramente in positivo :servizio, cortesia e qualità TOP . E che dire .....mangiato benissimo : antipasto : Quaglia farcita, primo :Riso ai funghi,nocciola e cipolla bruciata, dessert : Babà, gelato al cappero, panna e vaniglia. Tutto ottimo . Unica nota negativa :i bagni sicuramente da rivedere. Consigliatissimo , tornerò presto"
"ui_bubble_rating bubble_20","Nuova gestione","Lo ricordavo diverso, Forse quando pensiamo ai grandi ristoranti di un tempo abbiamo solo il ricordo positivo. Ora, il Sabatini ha cambiato gestione. Passato di mano dalla storica famiglia toscana ad un più giovane imprenditore di origine albanese.Il locale ha mantenuto il suo fascino datato, vogliono fare delle modifiche e speriamo non portino lo stile contemporaneo che uniforma tutti i locali di tutte le città del mondo, qui spero sappiano rispettare la storia.Comunque, passiamo alla recensione.Nuova gestione e nuovo menù, moderno ma poco interessante.Servizio discreto.Carta dei vini scarsa e da sistemare.Cucina buona ma non da ricordare.Prezzi elevati.Ok ci stanno lavorando, io ci sono capitato a 3 giorni dalla nuova ripartenza, fatta in corsa.Il direttore, con il quale ho a lungo discusso di ristoranti e cucina sembra volenteroso e capace, forse troppo incline alle critiche ai colleghi, tuttavia a lui dimostrare di non essere tra quelli criticabili.Per il momento la valutazione non è da considerare ultimativa, bisogna fargli terminare il rodaggio."
"ui_bubble_rating bubble_50","Ancora una bellissima esperienza!","Nuovamente una bellissima esperienza al Ristorante Sabatini.Ottima carne ed un'eccellente selezione di vini!.Torneremo senz'altro insieme alla mia famiglia..."
"ui_bubble_rating bubble_20","Delusione.","Locale bellissimo, personale servizievole è presente su ogni cosa. Deluso quando mi hanno servito una chianina da 1kg e 400, da € 100 al kg, ottimo sapore ma servita su un piatto freddo. Praticamente ho speso male i soldi. "
"ui_bubble_rating bubble_30","Sabatini.....una volta......","Ristorante di bella presenza con interni rifiniti in un elegante legno che lascia subito trasparire i fasti passati. Cibo buono con menu ricco di portate diverse. È pero opportuno ricordare alla proprietà e a chi ci lavora due cose. La prima è che non tutti gli ospiti sono stranieri e ascoltare i commenti che vengono liberati ad alta voce da camerieri sempre meno accoglienti, non è carino. La seconda è che anche gli ospiti stranieri, non conosceranno la lingua ma le buone maniere si. Non è tollerabile, per quanto si paghi e per come viene presentato il locale, riscontrare cosi tanta indifferenza verso i clienti che pagando un conto salato (antipasto+ primo+dolce=174 euro)contribuiscono a mantenere il locale aperto. Non si vive di sola fama. Spesso il passa parola, a maggior ragione se negativo, è più efficace di qualunque pubblicità. "
"ui_bubble_rating bubble_50","Complessivamente una piacevole esperienza.","Sono stato in questo ristorante per unacena di lavoro e sono stato piacevolmente sorpreso dalla qualità. Complessivamente una piacevole esperienza."
"ui_bubble_rating bubble_50","Ottimo Ristorante a Firenze","Era da tanto che non mangiavo carne di tale eccellenza. Servizio di altissima qualità... Ambiente molto curato. Molto Consigliato"
"ui_bubble_rating bubble_50","Flambe a lume di storia!","Le parole non bastano! Andate a provare questo ristorante perche' e' veramente unico!Ps: se visiti Firenze e non ti fermi da Sabatini, allora hai vissuto la meta' della vera esperienza fiorentina!"
"ui_bubble_rating bubble_50","Delizioso","Bella atmosfera,cibo delizioso e rispettoso della tradizione fiorentina e servizio impeccabile, cosa chiedere di più?È stata proprio una bella serata"
"ui_bubble_rating bubble_50","La classe non é acqua!","Se volete provare qualcosa di speciale questo é il luogo giusto! Cordialità del personale, location, scelta dei vini, piatti e composizioni tutto ad un livello eccezzionale! Lasciatevi guidare dai consigli e non ve ne pentirete!"
"ui_bubble_rating bubble_50","Competenza e qualità ","Una notte a Firenze e la scelta del ristorante per l'unica cena, benché tra tante opportunità, risulta difficile. Speri di trovare qualità, giusto prezzo, menu della tradizione toscana e buon vino in un colpo solo. Qualcuno potrebbe dire che non sia possibile riuscire nell'impresa. Invece a Firenze la risposta c'è. RISTORANTE SABATINI. Ottimo menu, carta dei vini ricchissimi e per tutte le tasche. Mettiamoci pure la competenza del personale oltre che la simpatia e cordialità che non guasta. Ed in più prenotando in giornata con thefork ho avuto il 30% di sconto. Personalmente sono rimasto molto soddisfatto come anche mia moglie. Lo consiglio senza paura di essere smentito. Al prossimo weekend a Firenze ci ritornerò sicuramente. "
"ui_bubble_rating bubble_50","Ecellente","Un posto magnifico dove si mangia benissimo. Il servizio veloce e professionale. Di sicuro ritorniamo a gustare la cucina flambe ovvero la specialità della casa"
"ui_bubble_rating bubble_40","Ottima scelta","il locale e' davvero bello la cortesia la preparazione e la competenza del personale indiscutibile, sono stata guidata dall'inizio alla fine del pasto,ottima l'offerta del menu' di pesce, prezzi medio-alti ma qualita indiscutibile, tornero' senza ombra di dubbio."
"ui_bubble_rating bubble_20","Location bella ma....","LOCATION: davvero molto bella, merita tanto.. QUALITÀ E PREZZO: pagare una bottiglia d’acqua 5€ e 10€ di coperto (5€ ciascuno) mi sembra davvero esagerato. Abbiamo ordinato un’insalata e della carne con noci e gorgonzola: l’insalata purtroppo peccava di qualità, i gamberetti mi sono sembrati surgelati; per il manzo avevo chiesto una cottura media ma mi è stato servito con cottura al sangue e non l’ho gradita tantissimo (anche se noci e gorgonzola meritano tanto come abbinamento).SERVIZIO: gentile e professionale, nulla da dire in merito.Consiglio vivamente di abbassare il prezzo su acqua e coperto"
"ui_bubble_rating bubble_20","Servizio OK, location ottima, consumazione deludente ","Partiamo dai Pro: in primo luogo ottima location, atmosfera incredibilmente riuscita, romantica e rasserenante.In secondo luogo servizio degno dei prezzi del menù, cameriere simpatico gentile e soprattutto professionale. Ci ha trattato davvero bene.Fin ora sarei stato ben contento di spendere 54 euro per una insalata e una tagliata di manzo e una bottiglia di acqua (ben 5 euro di coperto cadauno e 5 euro una bottiglia da 75 cl) a patto che fossero stati di alta qualità.Insalata gamberi e avocado con gamberi congelati di qualità mediocre e avocado dal sapore verosimile a quello della plastica e tagliata di manzo gorgonzola e noci con i gusci delle noci... Sono rimasto molto deluso. Una tagliata da 28 euro non può essere servita così. Molto deluso "
"ui_bubble_rating bubble_50","Pranzo di lavoro di qualità top!","Abbiamo scelto Sabatini per un pranzo di lavoro ed in effetti l'esperienza è stata inaspettatamente positiva! Ottimo il menù di pesce, fantastiche le Bolllicine (Trento Doc!), ottimo il servizio.Torneremo senz'altro!"
"ui_bubble_rating bubble_50","Cena inaspettata","Ci siamo trovate inaspettatamente in questo ristorante, molto accogliente e dal clima intimo, non solo per coppie. Il rapporto qualità prezzo ottimo, ma quello che ci ha colpito di più è stato il servizio, molto premuroso nei nostri confronti soprattutto da parte del cameriere che si è occupato di noi, Giacomo. Lo consigliamo caldamente, noi sicuramente appena torneremo a Firenze ci faremo un salto."
"ui_bubble_rating bubble_40","Ottima cena flambé","Seguendo le recensioni ci siamo andati per cena. Un bellissimo locale molto bene arredato con gusto. Servizio eccellente con camerieri all’altezza. Abbiamo scelto il menù flambé (pasta alla Sabatini, filetto e rognone flambé, crêpes) e tutti i piatti preparati al momento erano gustosi ben cotti con una bella scenografia in fronte al tavolo. Molto buono."
"ui_bubble_rating bubble_50","Eccellente!","Ottimo ristorante, piacevole esperienza culinaria all'insegna della tradizionalità toscana. Abbiamo gustato un antipasto a base di polenta con condimento di pomodori, funghi e mandorle e delle ottime pappardelle al cinghiale. Servizio ottimo, personale gentilissimo, molto accomodante e simpatico. Il locale è molto adatto ad incontri formali, data la storicità dello stesso, e delle particolarità e l'eleganza negli arredi. Torneremo!"
"ui_bubble_rating bubble_50","Esperienza da perdere!","Il locale si presenta molto raffinato sin dalla prima impressione così come il menu. Il personale è gentilissimo e disponibile, come ad esempio Giacomo, il cameriere, il quale ci ha fatto sentire subito a nostro agio con la sua simpatia e professionalità.Per quanto riguarda le pietanze, nello specifico: antipasto, primo e dessert; sia il gusto e la preparazione sono stati sublimi.Se mai dovessimo tornare a Firenze, sono certo di volerci tornare."
"ui_bubble_rating bubble_50","SUBLIME","Ubicato nel centro di Firenze è facilissimo trovarlo. Luglio 2018, Un pranzo di lavoro coi fiocchi!Il servizio è stato ottimo e il personale molto attento e cortese. Abbiamo preso un antipasto, Uovo al tegamino al tartufo, un osso buco e un risotto ai carciofi e pecorino Il posto è incantevoleTappa consigliata se ci si trova a Firenze!"
"ui_bubble_rating bubble_50","Bravissimi! ","Ambiente fantastico, elegante, tranquillo e molto accogliente. Personale molto preparato, educato e molto simpatico. Servizio impeccabile. Per quanto riguarda le pietanze tutto molto buono, dagli antipasti ai dolci. Da consigliare vivamente, quando ricapita ci tornerò sicuramente. Ottimo lavoro! "
"ui_bubble_rating bubble_50","Assolutamente da ritornare","Servizio e accoglienza davvero eccellenti, minuziosa attenzione al dettaglio siamo stati seguita da Vittorio che è davvero bravo e chiaramente fa il suo lavoro con tanta passione e cura del cliente"
"ui_bubble_rating bubble_50","Qualità eccellente in cornice elegante e raffinata","Ristorante d’eccellenza in una cornice elegante e rilassante. Personale gentile e disponibile. Pietanze di alta qualità, dal gusto genuino, saporito ma delicato. Cibi serviti in modo molto attento e curato. Un plauso speciale ai piatti forti: bistecca e filetto. comunque tutto di gran gusto. Consiglierei molto anche le lasagne; servite in una terrina in coccio, ragù di altissimo livello. Consiglio la sala interna.Grazie dell’accoglienza e dell’ottima cena"
