"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"ui_bubble_rating bubble_50","La Bohème Restaurant: un’ opera culinaria...","Mi trovavo a Firenze per un viaggio rilassante tramite tripadvisor sono venuta a conoscenza di questo locale e devo dire che sono rimasta sorpresa positivamente.Location molto raffinata ed elegante, cucina delicata, piatti particolari con i giusti accostamenti.Personale molto accogliente e professionale!Lo consiglio vivamente"
"ui_bubble_rating bubble_50","ELEGANTE","Ambiente molto fine e rilassante. Ideale per una cena romantica... Piatti ben elaborati e servizio impeccabile! Bravi ragazzi!"
"ui_bubble_rating bubble_50","Che scoperta!!","Ho avuto il piacere di cenare in questo ristorante... solitamente mangiare a Firenze diventa un po' complicato se si hanno pretese medio alte senza farsi rapinare. Devo fare i complimenti ai ragazzi che ci lavorano che sono molto giovani ma non alla prima esperienza. Con la sala piena non perdevano mai il filo. Ho mangiato divinamente, la proposta è anche calabrese senza però sopraffare la tradizione... continuate così!! Ci rivedremo presto. "
"ui_bubble_rating bubble_40","Piatti buoni e curati","Ristorante in centro a Firenze. Piatti ottimi e ben curati, porzioni giuste. Servizio veloce e camerieri molto disponibili."
"ui_bubble_rating bubble_50","Bellissima accoglienza","Io e la mia famiglia abbiamo mangiato da Dio. Ci hanno accolto nella maniera migliore possibile... veramente un posto ideale per trascorrerete una splendida serata ! Cibo ottimo, torneremo!"
"ui_bubble_rating bubble_50","Ottimo servizio","Tornati ancora una volta in questo ristorantino. Da Boston a Firenze e sei subito nel posto giusto...antipasti buonissimi, primi squisiti e secondi da leccarsi i baffi. Consigliato!"
"ui_bubble_rating bubble_50","Buonissimo!","Ieri sera siamo ritornati a cenare in questo ristorante...abbiamo mangiato benissimo...la carne buonissima e alla fine abbiamo mangiato i dolci eccellenti...ritorneremo presto buon Natale a tutto lo staff della Boheme!"
"ui_bubble_rating bubble_50","Giovani sì, ma preparati!","Gita a Firenze e ristorante top per fortuna consigliato da tripadvisor! Ottimi antipasti, primi squisiti e secondi da libidine... ve lo consiglio!"
"ui_bubble_rating bubble_50","La Calabria a Firenze!","Dalla Calabria alla...Calabria! Sapori mediterranei accompagnano i piatti di questo ristorante.. molto buono. Consiglierei a chi cerca il meglio"
"ui_bubble_rating bubble_50","Qualità","Caratteristica primaria di questo posto è proprio la qualità. Tutto incredibilmente buono... Super, complimenti"
"ui_bubble_rating bubble_50","Che bontà","Sono stata a cena sabato scorso in compagnia di una mia amica. Accoglienza unica e rara in questo magnifico ristorante. Consiglio il risotto con taleggio,castagne e capocollo Calabro e carne super!!cheesecake fantastica. Lo.consiglio"
"ui_bubble_rating bubble_50","Consigliatissimo","Menu curato e molto piacevole (ottimo il risotto alla boheme), peccato per la cheesecake a cui mancava la croccantezza del biscotto. Il personale è molto gentile e attento e il conto adeguato. Complimenti a tutto lo staff! "
"ui_bubble_rating bubble_50","Super buono !","Ieri sera insieme alla mia famiglia ci siamo recati alla boheme per cenare ....Non si smentisce mai ...Si mangia benissimo....complimenti per la qualità. ...A presto e buon natale a tutti !"
"ui_bubble_rating bubble_50","Uno dei miei preferiti ","Non so come sia possibile che qualcuno non abbia votato questo ristorante con 5 stelle che dire, io ne sono innamorata, insieme al mio fidanzato ci andiamo appena possiamo, ormai abbiamo provato tutti gli antipasti, tutti i primi ma per quanto riguarda i secondi rimaniamo fedeli alla Fiorentina. Personale gentile, sorridente, preparato e alla mano. Consigliatissimo"
"ui_bubble_rating bubble_50","Una cena da favola!","Ieri sera sono stato a cena insieme alla mia ragazza ....una cena da favola ....abbiamo mangiato benissimo ....dai primi ai dolci tutto eccellente ....complimenti a presto "
"ui_bubble_rating bubble_40","CONSIGLIATISSIMO!!","Il locale è nuovo, ben arredato e situato a pochi passi dalla stazione SMN. Il personale gentilissimo ed attento alle nostre esigenze ci ha subito fatto accomodare ed ha garantito un servizio molto rapido. Ho apprezzato moltissimo il menù con ricette sfiziose, invitanti e non solo a base di carne. Dagli antipasti, ai primi piatti, alla bistecca ed ai dolci è stato TUTTO BUONISSIMO e ben presentato. Infine rapporto qualità prezzo molto buono (circa 35€ a testa con bottiglia di vino). Ritornerò sicuramente!!P.S.: preciso che il mio voto è 4,5 ed è dovuto al fatto che non ho gradito l’assenza della tovaglia (o runner eventualmente) sulla tavola."
"ui_bubble_rating bubble_50","Si mangia benissimo","Ho cenato qui con la mia ragazza, locale molto carino gestito da ragazzi simpatici e ben preparati. Piatti molto buoni e ottima qualità/prezzo!"
"ui_bubble_rating bubble_50","Eccellente!","In questo ristorante si mangia benissimo, personale molto cortese e gentile. Attento ad ogni richiesta. Lo consiglio vivamente se volete passare una serata romantica!"
"ui_bubble_rating bubble_50","Bellisima cena","Ristorante grazioso nel centro di Firenze, con il mio ragazzo abbiamo mangiato un'ottima fiorentina. La consigliamo vivamente"
"ui_bubble_rating bubble_50","Ottima bistecca","Bistecca eccellente, il servizio attento e gentile, posto molto elegante e vasta scelta dei vini.. Consigliatissimo :)"
"ui_bubble_rating bubble_40","Bella scoperta","Abbiamo cenato qui io e la mia ragazza..locale molto carino e servizio molto curato con personale gentile..prima di ordinare ci hanno anche portato una piccola portata di benvenuto che sicuramente ha fatto piacere. Piatti buoni e qualità/prezzo giusta. Ci tornerei"
"ui_bubble_rating bubble_50","Cena con mia moglie ","Una cena ottima, piacevole, ben cucinata e personale gentilissimo. Prezzi corretti. Tagliere toscano, pappardelle e risotto ottimi. Dolce al cioccolato superlativo offerto dalla direzione"
"ui_bubble_rating bubble_50","Ci ha conquistati","Sono stata in questo stupendo posto con la mia famiglia, abbiamo mangiato benissimo..Qualità prezzo ottimo!"
"ui_bubble_rating bubble_50","Ristorante particolare","Sono stata con il mio ragazzo in questo ristorante perché mi è stato consigliato da alcuni amici. Un ristorante veramente particolare,sia per l'ambiente che per i vari piatti. Siamo rimasti super soddisfatti."
"ui_bubble_rating bubble_50","Pranzo sfizioso","Pranzo con la mia famiglia che e venuta a Firenze in giornat per visitare la città.. cibo tosco calabro da provare veramente.. risotto alla bohème uno dei migliori"
"ui_bubble_rating bubble_50","Sorpresa gradita","Un aperitivo che ci ha sorpreso! Non ci aspettavamo una qualità così anche nell aperitivo, buonissimi i drink e ottimi prezzi"
"ui_bubble_rating bubble_50","Servizio ordinato","Sono stato con la mia ragazza in questo ristorante molto carino e curato ndl dettaglio.. ci tornerò presto perché sono stato molto bene"
"ui_bubble_rating bubble_50","Semplice ma fine!","Io e il mio ragazzo cercavamo un locale semplice e carino! Abbiamo cenato in questo ristorante al centro di Firenze e devo dire che abbiamo trovato ciò che cercavamo, vasta varietà bel menu anche per quanto riguarda i vini "
"ui_bubble_rating bubble_50","Menù accattivante","Menù tosco calabro da fare invidia a molti ristoranti del centro di Firenze.. consiglio molto il risotto alla bohème. Gran selezioni di vini con prezzi modici"
"ui_bubble_rating bubble_50","Bello e buono","Locale accogliente, siamo venuti a mangiare un primo con la mia ragazza, ottimi vini! Personale gentile e cordiale ! Torneremo"
"ui_bubble_rating bubble_50","Frequentato da bella gente","Sono stata col mio ragazzo a fare un aperitivo, personale gentile e competente, qualità ottima e posto molto tranquillo sopratutto per la gente che lo frequenta! Che dire sono rimasta veramente soddisfatta! Complimenti !"
"ui_bubble_rating bubble_50","Atmosfera piacevole","Locale familiare e molto curato nel dettaglio.. sono stato con la mia ragazza ed il cibo era ottimo!! Veramente sorpresi di questa scoperta. Ci torneró presto"
"ui_bubble_rating bubble_50","Delizioso ","Abbiamo ricenato alla bohème con tutta la mia famiglia! Primi squisiti da leccare i baffi!! Personale gentile come sempre! Complimenti "
"ui_bubble_rating bubble_50","Bellino","Locale molto carino e personale gentilissimo.. sono stata con il mio ragazzo, abbiamo preso 2 primi ed una bottiglia di vino.. tutto molto buono, ci tornero presto"
"ui_bubble_rating bubble_50","locale grazioso","cena di lavoro con un mio collega. siamo rimasti colpiti dall estetica del locale e dal personale molto gentile. abbiamo ordinato 2 antipasti abbondanti e gustosi, mentre come primo piatto ho scelto un risotto alla Boheme che consiglio a tutti coloro vogliono provare questo locale. sono rimasto veramente stupido da questa location e ci tornerò presto per mangiare ancora una volta il gustosissimo risotto e provare altri piatti particolari"
"ui_bubble_rating bubble_50","Splendida cena, consigliatissimo!!","Abbiamo cenato in questo ristorante sabato sera, non lo conoscevamo e ci siamo fidate delle numerosissime recensioni positive qui su Trip. Beh che dire, più che meritate! Il locale è molto carino, situato nel borgo di San Lorenzo. Il personale è giovane, disponibile, professionale e sempre sorridente. Un menù davvero particolare, abbiamo cenato benissimo! Abbiamo ordinato come antipasto dei crostini, i maltagliati funghi e burrata erano eccezionali e la carne veramente di primissima qualità, si squagliava in bocca. Dolci ottimi, in particolare il tiramisù e la cheesecake. Prezzi assolutamente abbordabili per una cena ottima in un luogo caldo ed accogliente. Consigliatissimo e.. bravi!!"
"ui_bubble_rating bubble_50","Molto accogliente","Mi son trovato benissimo... primi spettacolari, bene anche i secondi di carne, buon personale, che non guasta mai! Esperienza positiva"
"ui_bubble_rating bubble_50","Ottimo ","Locale molto carino e curato. Personale cortese. Cibo di ottima qualità. Ci tornerò sicuramente. Consigliato!"
"ui_bubble_rating bubble_50","Super","Ritorno in questo ristorante a distanza di un mese,e devo dire che l eccellenza regna in questo posto. Nuovo menu e qualita' alla base di tutto. Ottime le pappardelle al ragu di cinghiale in dolceforte,bistecca super e dolci eccezzionali. Lo consiglio"
"ui_bubble_rating bubble_50","locale grazioso","cena ottima e qualità del cibo veramente molto buona. abbiamo preso due antipasti ed una tagliata accompagnata con delle verdure grigliate. tutto molto buono e personale gentilissimo."
"ui_bubble_rating bubble_40","Buono","Il locale si presenta in stile moderno ma forse un po’ troppo dispersivo e poco accogliente, ad ogni modo, molto belli gli arredi scelti. Ottima scelta dei vini e cordialità del personale, in particolare la ragazza napoletana, davvero molto gentile premurosa e professionale. Salumi e crostini ottimi forse un po’ meno il filetto e la sua cottura (non conforme alle richieste). Nel complesso una buona esperienza e qualcosa di diverso nel clima fiorentino! "
"ui_bubble_rating bubble_50","Tutto Perfetto","Ottimo locale nel centro di Firenze. Sono stato con la mia compagna,in occasione della nostra vacanza. Ambiente confortevole e personale qualificato. Ottime pietanze e materia prima di qualità. Ci torneremo e lo consiglio"
"ui_bubble_rating bubble_50","UNA CUCINA CHE CONIUGA TRADIZIONE, INNOVAZIONE, GUSTO E GENUINITA'","Davvero un bel ristorante in pieno centro storico di Firenze. Location accogliente, pulita e di gran classe. La cucina coniuga tradizione, innovazione, gusto e genuinità con una sorprendente miscela di sapori e di gusto. La carta dei Vini è eccellente, il servizio è stato impeccabile ed i prezzi erano assolutamente abbordabil . Ci torniamo di sicuro."
"ui_bubble_rating bubble_50","Una fantastica esperienza culinaria","Meraviglioso ristorante nel cuore di Firenze a pochi passi dal Duomo.ambiente accogliente,pulito e raffinato curato nei minimi dettagli,con una meravigliosa cucina a vista;cibo d'eccellenza,ottima la carte dei vini ed il menù con un ottimo rapporto qualità prezzo, consiglio vivamente a tutti di andare per avere una fantastica esperienza culinaria in quel di Firenze"
"ui_bubble_rating bubble_50","Cena con amica","Sono stata a cena con una mia amica per la prima volta,fidandoci delle recensioni di TA. Siamo rimaste colpite dall accoglienza e dalla qualità del cibo. Abbiamo preso un tagliere toscano come antipasto,e i maltagliati con i funghi come primo. Per finire tiramisù veramente stellare.lo consiglio"
"ui_bubble_rating bubble_50","Cena con amica","Tutto buonissimo, taglierie e maltagliati con funghi e burrata 10 su 10, io e la mia amica siamo rimaste super soddisfatte, prsonale eccelente, di una simpatia unica. Torneremo sicuramente"
"ui_bubble_rating bubble_50","Ottimo","Locale ottimo con personale preparato, disponibile e gentile. Ottimo anche il rapporto qualità prezzo. Torneremo sicuramente!"
"ui_bubble_rating bubble_50","Che esperienza","Di ritorno alla Bohème,ho vissuto un’altra bellissima esperienza enogastronomica!vi consiglio di provare la fiorentina! Molto buono anche l’antipasto della Sila! Accoglienza e professionalità massima...grazie alla prossima!"
"ui_bubble_rating bubble_50","Cena Perfetta ! Ambiente meraviglioso ! ","Ieri sera siamo state a cena a La Bohème, che dire cena eccellente. Cibo di ottima qualità !! Ambiente molto bello e curato. Servizio impeccabile! Appena tornerò a Firenze, di sicuro la prima tappa sarà a La Bohème! "
"ui_bubble_rating bubble_50","PRANZO DI LAVORO","Ambiente molto curato e silenzioso. Servizio attento ed adeguato ad un pranzo di lavoro. Piatti molto buoni con un tocco di cucina calabrese che fa la differenza. Consigliato"
"ui_bubble_rating bubble_50","Eccellente","Ambiente accogliente, cibo di qualità, personale simpatico e disponibile. Ci tornerò presto e lo consiglio."
"ui_bubble_rating bubble_50","Consigliatissimo","Tutto molto curato nei minimi dettagli.. Ottima cena, molto gentile il personale, locale nuovo e molto bello."
"ui_bubble_rating bubble_50","Da provare assolutamente!","Sono stata sabato sera con alcuni amici alla bohème. Il locale è carinissimo, il personale accogliente e disponibile. Nonostante era pieno i tempi di attesa non sono per niente lunghi,abbiamo mangiato subito. Consiglio di provare le tartare di manzo e di tonno che sono squisite e la tagliata di carne che è veramente molto buona.Ci tornerò sicuramente. "
"ui_bubble_rating bubble_50","Cena alla Boheme","Bel locale, moderno, ottima location nel centro di Firenze. Qualità del cibo alta, prezzi buoni. Lo consiglierò sicuramente ad amici e colleghi.Elisabetta"
"ui_bubble_rating bubble_50","Top!","Locale molto accogliente,cucina squisita e personale molto gentile e disponibile. Non puoi non passare da qui. Consigliatissimo!"
"ui_bubble_rating bubble_30","Cena tranquilla ma un po’ di attesa","Posto centrale,tranquillo accogliente e silenzioso. Menù piuttosto vario e tipico della toscana. Piccola pecca la cameriera che ci ha servito,nonostante la gentilezza ha dimostrato qualche piccola “gaffe”;per quanto riguarda le cotture della carne ne esistono ben 6 e non può di certo dirmi che non esiste una cottura con “via di mezzo”,inoltre abbiamo chiesto il conto 3 volte poi alla fine si è ricordata. Per il resto roba buona davvero,prezzi giusti e porzioni ben presentate,anche se abbiamo aspettato molto per attendere la nostra portata. "
"ui_bubble_rating bubble_40","Soddisfatti, ma..","Nel centro di Firenze, tra una miriade di locali troviamo La Bohème che si caratterizza per l'ambiente moderno e confortevole. Il primo punto forte del ristorante lo si nota appena entrati: personale cortese, gentile e molto disponibile (carettistiche ormai rare per il personale dei ristoranti).Ottimo il tagliere, consigliato a chi mangia senza problemi il piccante, buoni anche i primi e ottimo soprattutto la tagliata di manzo. Sfortunatamente il primo è stato servito con un'attesa di circa 45 minuti dall'antipasto. Tuttavia le scuse e la gentilezza del personale hanno ripagato il ritardo, facendoci comunque apprezzare l'esperienza nel suo complesso."
"ui_bubble_rating bubble_30","Mediocre","Il ristornante ha una location minimale e senza tanti fronzoli.Dalle recensioni mi aspettavo tutt’altro (in senso positivo).La carta dei vini è povera rispetto ad altri ristoranti di pari livello.Abbiamo mangiato antipasti, primi e secondi che erano buoni ma senza niente di “memorabile”.Posso dire che il prezzo dei singoli piatti è in linea con la qualità espressa, ma sinceramente mi sarei aspetto di più.Peccato perché la pubblicità del locale promette tanto, forse troppo....Non credo di tornarci."
"ui_bubble_rating bubble_50","Sempre meglio! Sempre top!","Ormai la Bohème é in netta salita rispetto alle altre strutture. I ragazzi di via guelfa hanno una marcia in più. Piatti super accompagnati da un servizio impeccabile! Bravi!!!"
"ui_bubble_rating bubble_50","Nuovo cult in Via Guelfa...","Locale aperto da poco ma entrato di diritto già tra i cult della zona e, perché no, di Firenze!! Cibo ottimo e personale stracortese!!! 5 stelle meritate"
"ui_bubble_rating bubble_50","Bella serata"," Serata in famiglia trascorsa in maniera davvero piacevole, ottime pietanze, posto molto bello e raffinato, personale preparato e vini fantastici"
"ui_bubble_rating bubble_50","Ottima location!!","Ormai punto fisso per le nostre cene tra amici. Cibo ottimo e personale preparatissimo e sempre disponibile ad accogliere ogni richiesta!!"
"ui_bubble_rating bubble_50","Magnifico","Sono stato in questo ristorante il week end scorso con la mia ragazza ed è stata una serata bellissima. Mangiare squisito, personale super preparato e simpatico. Ci ritornerò molto presto. Consigliato"
"ui_bubble_rating bubble_40","Pranzo pausa lavoro","Provato a pranzo in pausa lavoro.Offrono un menù per pranzo a prezzi molto competitivi con piatti buoni ed abbondanti in particolare i primi.Ottimo servizioDa provare per cena , o comunque il menù completo, penso sia ancora meglio"
"ui_bubble_rating bubble_50","Buonissimo","Avevo già provato questo locale poco dopo la sua apertura e ho deciso di ritornarci con mia moglie. Esattamente come la prima volta, anche in questo caso sono rimasto molto soddisfatto sia per quanto riguarda la cucina (piatti originali e preparati con molta cura)che per la professionalità e gentilezza del personale. Locale accogliente e molto pulito. Consiglio di assaggiare il cannolo di ricotta scomposto, una vera goduria per il palato!!!"
"ui_bubble_rating bubble_50","Sempre meglio, sempre top!","In un quartiere rumoroso e colorato, incastonato come un diamante grezzo, c'è la Boheme, tempio di vini e carni. Da novità a certezza, il passo è stato breve!"
"ui_bubble_rating bubble_50","Simpatia e professionalità","Locale aperto da poco, cibo davvero ottimo ma soprattutto staff simpaticissimo disponibile ma allo stesso tempo professionale. Davvero un ottima esperienza"
"ui_bubble_rating bubble_50","Da provare!!","Ristorante assolutamente da provare!!! Primi e secondi davvero gustosi, dolci da deliziare il palato!! Davvero ottimo"
"ui_bubble_rating bubble_50","Staff giovane e preparato","Mia figlia mi ha portato in questo ristorante aperto da poco, non essendo italiana lo staff é stato disponibilissimo a spiegare tutte le portate! Era tutto buonissimo! Grazie ragazzi, tornero sicuramente ! "
"ui_bubble_rating bubble_50","Modernità e tradizione","Tutto davvero ottimo!!!! Cena superlativa! Portate della tradizione italiana rivisitate splendidamente in chiave moderna! Il vecchio che si fonde con l’innovazione nelle sapienti mani dello chef! Consigliato assolutamente "
"ui_bubble_rating bubble_50","Super eccellente!","Siamo ritornati in questo ristorante con tutta la mia famiglia...tutto buono ...i primi ottimi e alla fine abbiamo assaggiato anche i dolci tutto ottimo...a presto!"
"ui_bubble_rating bubble_50","Pranzo delizioso, bravi! ","A ritorno dal Tribunale per lavoro mi sono imbattuta in questo magnifico locale che amici mi avevano consigliato. Da fiorentina doc posso affermare che la carne è favolosa, consigliato! "
"ui_bubble_rating bubble_50","Sapori e prelibatezze","Locale aperto di recente. Prima di scrivere una recensione ho aspetto di passarci una seconda volta per esser sicuro di quanto avrei dovuto scrivere. Ebbene, devo dire che bisogna andare più volte perchè una sola volta non basta per assaporare le prelibatezze che compongono il menù. Consigliatissimo"
"ui_bubble_rating bubble_50","Qualità , cordialità , professionalità . ","Mangiare alla bohème e’ un esplosione di sensazioni positive, iniziando dall’accoglienza del personale e dei titolari, i quali sanno benissimo fondere passione, professionalità e gentilezza, mettendoti a tuo agio sin dal primo passo che effettui all’interno del locale . Sono pronti a soddisfare ogni richiesta , dai piatti che potrebbero risultare più “semplici” a quelli più elaborati , perfetto il menu’ , perfetta la carta dei vini e perfetti nel consigliare e descrivere ogni portata abbinando il giusto vino . Dall’antipasto al dolce non v’è nulla che non vada bene . La presentazione dei piatti e’ esemplare, perché si sa, anche l’occhio vuole la sua parte. La cucina non è prettamente la tipica cucina Toscana che trovi ovunque in giro per Firenze , e anche da qui salta fuori il bello del locale, un mix di sapori che da nord a sud creano la giusta armonia per il palato. Prezzi appropriatissimi alla qualità dei piatti. Ritornerò sicuramente . "
"ui_bubble_rating bubble_50","Che carne alla Bohème!","Carne fantastica. Davvero ottima. Nella capitale della carne credo davvero che possa diventare un punto di riferimento per tutti i ristoranti di Firenze. Personale fantastico e posto incantevole. 5 stelle meritatissime anche per l'ottimo rapporto qualità prezzo."
"ui_bubble_rating bubble_50","Ristorante Impeccabile","Consigliato su TripAdvisor decidiamo di provarlo e i nostri commenti non possono che essere solo positivi! Location accattivante e allo stesso tempo accogliente. Piatto ben presentato e gustoso al palato. Personale preparato ed attento ad esaudire le nostre richieste. Prezzo giusto."
"ui_bubble_rating bubble_50","Fantasie culinarie","Giovani e bravi questi Calabriselli!! Offrono un servizio molto ben curato con un menu accattivante e pieno di sorprese! Consigliato a chi cerca il meglio in zona via Guelfa!!"
"ui_bubble_rating bubble_50","Buono!!!","Un compleanno da ricordare!! Eravamo in 8 e tutti entusiasti del menù, della location e del servizio!! Consiglio questo locale, molto interessante!"
"ui_bubble_rating bubble_50","Cenetta sorprendente","Consigliato da amici, questo ristorante mi ha stupito positivamente. Ottimo menu, ben distribuito...buonissimo l’antipasto calabrese!! Consiglio!!!!"
"ui_bubble_rating bubble_50","Davvero SUPER.","Bellissima location! È sempre un piacere tornare a gustare i sapori di questo ristorante....un tuffo nella buona cucina tradizionale e moderna allo stesso tempo!!"
"ui_bubble_rating bubble_50","Contesto accattivante! ","Devo dire che con la mia famiglia ci siamo trovati alla grande. Location particolare, servizio puntuale e menù molto interessante.... Bravi giovani "
"ui_bubble_rating bubble_50","Buonissimo!","La Boheme si riconferma un ristorante ottimo sia nell’accoglienza del personale che nell’aspetto della cucina....i proprietari sono molto bravi a gestire tutto ....la cucina e’ ottima dai primi ai secondi ....alla fine abbiamo provato anche i dolci ottimi ...torneremo presto !"
"ui_bubble_rating bubble_50","meraviglioso!","oramai tappa fissa in questo ristorante quando torno a Firenze ....Siamo stati veramente bene con tutta la mia famiglia...Abbiamo mangiato benissimo...tutto buono..cucina di alta qualità per non parlare dei dolci che erano ottimi...Non vediamo l'ora di tornare a presto!"
"ui_bubble_rating bubble_50","Andare e tornarci presto!!!","Mi sono trovata benissimo!!! Si trova in una delle zone più centrali e vive della città. Lo spazio é ampio e confortevole, ma l'aria che si respira é intima,di casa.Il personale è competente,professionale ma molto alla mano. I prodotti di ottima qualità. Consiglio vivamente il risotto La Boheme, buonissimo! Provatelo!!!!"
"ui_bubble_rating bubble_50","Di grande livello","Buona cena in via Guelfa. Ottimo servizio e menù ben fornito, anche la carta dei vini è completa! Rapporto qualità/prezzo buono. Torneremo presto!"
"ui_bubble_rating bubble_50","Top","Sempre meglio!Sono tornata più volte in questo locale sia per pranzo che per cena. Non mi delude mai,sempre un’ottima esperienza."
