"Restaurant_Ratings","Restaurant_Quotes","Restaurant_Reviews"
"ui_bubble_rating bubble_40","Groupon","Siamo stati a cena con Groupon, prima volta che entriamo in questo locale con pochi posti ma molto accogliente cameriera molto carina e gentile, arrivano antipasti con affettati misti e una focaccia calda molto buona come anche la pizza buona e ben farcita e in piu siamo stati accompagnati anche da un bel karaoke serata piacevole."
"ui_bubble_rating bubble_20","Poco prezzo e... poca qualità","Sono stata in questo locale, che ho classificato a metà strada tra una pizzeria al taglio ed un fast food, acquistando un coupon in rete. Il prezzo era effettivamente molto economico e devo dire che forse ha fatto la differenza sulla qualità del cibo. Gli antipasti, serviti sul tagliere, erano così composti; al centro, su un letto di insalata, pezzi di formaggio del tipo magrello ed intorno fettine di mortadella, di prosciutto cotto (quello quadrato utilizzato per i toast), di salame all'olio di tartufo e pezzi di torta salata con spinaci. Con gli affettati sono stati portati anche dei sacchettini ripieni di... pizza bianca? No, forse era focaccia ...boh comunque non male. Dopo gli antipasti, ho preso una pizza Bufalina, che devo dire non era proprio malvagia forse un pochino troppo....troppo sottile. Per finire il dolce che purtroppo non riesco a catalogarlo in quanto sembrava una fetta di crostata ma era molto, ma molto asciutta e forse anche scaldata al forno perché era calda. Del caffè: no comment."
"ui_bubble_rating bubble_30","0731","Nulla di speciale ma la pizza è buona solamente ieri sera non ci hanno servito la pizza al metro come invece era evidenziato sul coupon ma al piatto!!!"
"ui_bubble_rating bubble_20","Pizza biscotto","Siamo stati in questo locale con groupon, pizza supersottile e dura, chiamarla pizza è un'offesa alla vera pizza. Servizio nella norma."
"ui_bubble_rating bubble_40","serata in famiglia","pizzeria piccola ma accogliente,gestori molto gentili e cortesi ottima per pasaare una serata tra amici o nel mio caso in famiglia in modo informale"
"ui_bubble_rating bubble_40","Piccolo, ma carino!"," La posizione in centro, ma non nella zona pedonale, è comoda. Il locale ristorante è una stanza non molto grande, ma il ragazzo ai tavoli è gentile e disponibile, la pizza buona e l'antipasto discreto."
"ui_bubble_rating bubble_40","Non male.....","Locale carino senza eccessi, pizza buona cosi come gli antipasti. Unica cosa negativa pizza ripiena."
"ui_bubble_rating bubble_50","Ottimo!","Col coupon è veramente super, senza cmq ottima qualità di pizza, fuori si sta benone. Molto gentili."
"ui_bubble_rating bubble_20","Mangiare è una necessità. Mangiare intelligentemente è un'arte.","Ho sempre ammirato La Rochefoucauld, la sua massima sul cibo rappresenta il mio stile di vita.E con fare di critico d'arte mi appresto a barrare con pennarello nero questo locale dalla mia lista di posti appetibili.Premettendo che la visita fu un obbligo per un offerta trovata in linea, ci siamo ben presto trovati ad essere serviti da un cameriere alle prime armi che per qualsiasi domanda rispondeva sento il titolare quasi insicuro su tutto. Breve discussione che non ho gradito con il capo sui termini dell'offerta, visto che avevamo due interpretazioni molto diverse, mai scontentare un cliente per due pezzi di salume, ma tant'è...Seduti al tavolo ho avuto modo di provare un antipasto freddo, freddo nel senso che i salumi erano appena stati tirati fuori dal frigo. Pizza sottile e secca, poco condita, assolutamente non sufficiente. Da migliorare la qualità in generale su tutto.Nota estremamente negativa: le condizioni del bagno. Non presentabile per essere usato dal pubblico.Quid agis?"
"ui_bubble_rating bubble_40","Cena con groupon","rapporto qualità prezzo o stati a cena con groupon e devo dire che eravamo molto scettici viste le numerose recensioni negative... invece ci siamo dovuti ricredere! Vista la cifra irrisoria del coupon direi che rapporto qualità prezzo eccellente. Pizza buona personale gentilissimo e dolce di buona qualità! Unica pecca l'attesa fra la pizza e il dolce un po' lunga! Lo consiglio! Da riprovare sicuramente!"
"ui_bubble_rating bubble_10","ORRENDO!!!!!!!!!!","e' da denuncia il fatto che si spacci x pizzeria napoletana, questi non sanno neanche come e' fatta una pizza!! la pizza piu' pessima che abbia mai mangiato in vita mia!!!!!!!!!!!!!!!! cambiate mestiere............"
"ui_bubble_rating bubble_10","Mai più!","La cameriera non ci ha nemmeno salutati; dopo 40 minuti è arrivato da bere (2 birre piccole e un'acqua di rubinetto); i bicchieri erano letteralmente luridi, ce li siamo fatti cambiare e non c'è stato il minimo accenno a una scusa; dopo un quarto d'ora dall'ordinazione è venuta a dirci che non era possibile ciò che avevamo chiesto (pizza al metro, 3 gusti) e dovevamo sceglierne soltanto 2. Il locale era semivuoto (2 tavoli dentro e 4 fuori), abbiamo avuto la pizza dopo un'ora e 10 e non era nemmeno tanto cotta! Ci è stato detto che siamo stati scavalcati da tutti gli altri clienti, forse perchè avevamo prenotato con groupon? Non trovo altra spiegazione, ma lo ritengo estremamente sciocco visto che non ci torneremo e lo sconsiglieremo vivamente a tutti. La professionalità è totalmente inesistente, non andateci!"
"ui_bubble_rating bubble_50","Pizza e cordialità ai massimi livelli.","locale piccino in centro, pochi tavoli ma possibilità di mangiare anche in piedi al bancone.Eccellente per un pranzo od una cena veloce ma con gusto.Pizza con eccellente impasto napoletano ma anche primi, insalatone ed una vasta varietà di Piadine. Il caffè poi... Chiedete al titolare di farlo alla sua maniera... Non ve ne pentirete! Varrebbe la pena di farci un salto anche solo per quello!Cordialità e simpatia di tutto il personale condiscono piacevolmente il tutto!"
"ui_bubble_rating bubble_30","Tutto sommato nella media...","Locale più o meno pulito, servizio non velocissimo, ma la qualità dei piatti é più che soddisfacente e lo staff molto cortese. Per quanto riguarda i prezzi non é così economico come si ci può aspettare da una tavola calda, ma é passabile...Ci tornerei? Si. :)"
"ui_bubble_rating bubble_10","Ora capisco perché ci sono tanti ristoranti che chiudono..","Pessimi nel servizio nei tempi e nella cortesia...pizza non cotta...Oltre che sbagliano a portare le pietanze nemmeno ti chiedono scusa anzi sostengono che la colpa sia nostra che glielo dovevamo dire...lo sconsiglio vivamente.."
"ui_bubble_rating bubble_40","Nessun compromesso","Sono rimasto colpito molto positivamente da questo nuovo giovane locale. Un ristorante, piadineria caffetteria dove tutto è veramente molto buono...i primi e le pietanze sia di carne che di pesce non hanno nulla da invidiare a ristoranti più blasonati , piadine eccellenti con farcitura abbondante e di ottima qualità. Il menu è molto vario. Servizio rapido e gentile. Prezzi veramente convenienti. Il locale è giovanile e semplice ma non si può pretendere di più......."
